FIPS,County,Vulnerability Index,Infection Rate: Transmissible Cases,Infection Rate: Disease Spread,Pop Concentration: Pop Mobility,Pop Concentration: Residential Density,Intervention: Testing,Health & Environment: Pop Demographics,Health & Environment: Air Pollution,Health & Environment: Age Distribution,Health & Environment: Co-morbidities,Health & Environment: Health Disparities,Health & Environment: Hospital Beds
39151,"Ohio, Stark",0.521604777,0.495376537,0.200741198,0.673364372,0.3846,0.705426801,0.435586565,0.550898204,0.591894413,0.40371957,0.240474492,0.390566718
39153,"Ohio, Summit",0.526047432,0.534631154,0.201852443,0.721199712,0.4037,0.705426801,0.465140353,0.54491018,0.558371442,0.348671394,0.192584698,0.396168422
40017,"Oklahoma, Canadian",0.516085333,0.645626186,0.384615385,0.571219201,0.3053,0.526930398,0.615398234,0.401197605,0.446744085,0.31945992,0.166183677,0.584520768
40027,"Oklahoma, Cleveland",0.557776252,0.673808932,0.366304785,0.63836923,0.645,0.526930398,0.663707338,0.425149701,0.446744085,0.320937484,0.200325147,0.474730096
40031,"Oklahoma, Comanche",0.569607313,0.558265565,0.222370173,0.601016605,0.9163,0.526930398,0.796156255,0.353293413,0.425441612,0.368159691,0.430171127,0.391546627
40109,"Oklahoma, Oklahoma",0.587010103,0.691250916,0.336024916,0.700929261,0.6765,0.526930398,0.747188198,0.419161677,0.458391652,0.350287309,0.37883317,0.366529739
40125,"Oklahoma, Pottawatomie",0.599639086,0.623855054,0.469740634,0.548153837,0.7826,0.526930398,0.700350766,0.389221557,0.531089133,0.470528934,0.48692783,0.530356343
40143,"Oklahoma, Tulsa",0.580542206,0.715480771,0.329550718,0.698366711,0.5963,0.526930398,0.754523853,0.377245509,0.475207668,0.340401773,0.348422081,0.371804591
40145,"Oklahoma, Wagoner",0.543603132,0.662791428,0.3551263,0.553160686,0.249,0.526930398,0.694881865,0.449101796,0.526341402,0.410211035,0.282205123,0.537330244
41005,"Oregon, Clackamas",0.483732306,0.449495721,0.194174757,0.656801785,0.4148,0.907358925,0.360842387,0.371257485,0.558371442,0.209165567,0.082210134,0.53003883
41017,"Oregon, Deschutes",0.477946094,0.514361157,0.379174853,0.583921585,0.2152,0.907358925,0.292851166,0.317365269,0.601780717,0.168423207,0.158744477,0.506381008
41029,"Oregon, Jackson",0.547310036,0.444221076,0.394029851,0.603705533,0.8472,0.907358925,0.375275043,0.335329341,0.63712461,0.273609093,0.32794233,0.45252591
41039,"Oregon, Lane",0.529015498,0.385128125,0.305785124,0.622308368,0.8956,0.907358925,0.402170237,0.413173653,0.58583425,0.241333043,0.342560072,0.523284599
41047,"Oregon, Marion",0.584508801,0.564899823,0.199368338,0.682444534,0.9274,0.907358925,0.453499242,0.365269461,0.511724164,0.299890494,0.38655531,0.520568304
41051,"Oregon, Multnomah",0.567566165,0.55016393,0.249061033,0.784193409,0.9271,0.907358925,0.551834012,0.323353293,0.446744085,0.208873181,0.215446496,0.459466633
41053,"Oregon, Polk",0.548147295,0.513274407,0.307971014,0.60842278,0.5677,0.907358925,0.441277109,0.329341317,0.56273046,0.302676755,0.305644365,0.779035915
41067,"Oregon, Washington",0.513292309,0.520831822,0.233333333,0.722669129,0.5657,0.907358925,0.437593656,0.347305389,0.446744085,0.177786618,0.132991605,0.518516471
42003,"Pennsylvania, Allegheny",0.565169515,0.587923666,0.267515924,0.7333551,0.6074,0.91880885,0.424029272,0.616766467,0.581738694,0.295040305,0.112502579,0.342821087
42011,"Pennsylvania, Berks",0.545897185,0.493323125,0.070634146,0.669060465,0.623,0.91880885,0.474544832,0.419161677,0.549497408,0.364669947,0.299886788,0.472919925
42049,"Pennsylvania, Erie",0.545732334,0.431499284,0.164640884,0.660072725,0.7848,0.91880885,0.418897091,0.473053892,0.553960836,0.376283377,0.274486838,0.400443835
42069,"Pennsylvania, Lackawanna",0.519413024,0.42240319,0.05729443,0.671098388,0.652,0.91880885,0.352002864,0.413173653,0.605662958,0.369559768,0.21844152,0.414519212
42077,"Pennsylvania, Lehigh",0.554723721,0.48573686,0.062565172,0.721621818,0.7221,0.91880885,0.512546385,0.491017964,0.540406913,0.334706733,0.261039161,0.372347897
42095,"Pennsylvania, Northampton",0.511654301,0.466024981,0.056341719,0.681663056,0.447,0.91880885,0.434084749,0.419161677,0.583792098,0.303218792,0.142978833,0.543474803
42101,"Pennsylvania, Philadelphia",0.62389545,0.557776118,0.072452256,0.842144907,0.8949,0.91880885,0.689941601,0.491017964,0.464081714,0.370432134,0.508475142,0.376448795
44003,"Rhode Island, Kent",0.417412731,0.452923979,0.073891626,0.715785723,0.2311,0.369843983,0.339426383,0.215568862,0.581738694,0.267333543,0.093642298,0.467927771
44007,"Rhode Island, Providence",0.527228754,0.557160598,0.06014159,0.765002818,0.8832,0.369843983,0.586817582,0.269461078,0.50419478,0.25771567,0.34983883,0.362624786
45015,"South Carolina, Berkeley",0.578299451,0.734175828,0.298311445,0.576671787,0.5107,0.643151712,0.616535483,0.413173653,0.458391652,0.354166259,0.297310453,0.748093701
45019,"South Carolina, Charleston",0.57408426,0.766151173,0.229396092,0.664026243,0.7122,0.643151712,0.575422743,0.353293413,0.521532409,0.27038197,0.220407769,0.37112203
45035,"South Carolina, Dorchester",0.560098613,0.74616596,0.332830758,0.581980187,0.3378,0.643151712,0.626851119,0.419161677,0.461247542,0.318114142,0.271927727,0.618336547
45063,"South Carolina, Lexington",0.559063217,0.709112673,0.27540107,0.619118099,0.4693,0.643151712,0.548539515,0.419161677,0.511724164,0.334738843,0.276857683,0.510432617
45079,"South Carolina, Richland",0.592372227,0.732860136,0.27136668,0.661689409,0.8211,0.643151712,0.621970412,0.407185629,0.425441612,0.335850408,0.328624807,0.383610335
45091,"South Carolina, York",0.548040582,0.673411623,0.292521509,0.610469729,0.3547,0.643151712,0.61629227,0.479041916,0.477938024,0.315165976,0.244659817,0.558596043
46099,"South Dakota, Minnehaha",0.51641956,0.587338967,0.080087104,0.620914864,0.6765,0.699820974,0.625850264,0.299401198,0.440780889,0.275968381,0.131652426,0.351929082
46103,"South Dakota, Pennington",0.514214249,0.528963643,0.155472637,0.535284524,0.8118,0.699820974,0.599092096,0.149700599,0.551735804,0.283806182,0.200161574,0.392261863
47037,"Tennessee, Davidson",0.56536111,0.74206111,0.19779396,0.760728135,0.8125,0.264822399,0.596632498,0.45508982,0.419124651,0.327499049,0.306441753,0.340251618
47065,"Tennessee, Hamilton",0.553030408,0.711669599,0.288229842,0.702275564,0.5887,0.264822399,0.574032205,0.473053892,0.556172664,0.373950453,0.267944038,0.377279931
47093,"Tennessee, Knox",0.53152135,0.680800267,0.443076923,0.71299595,0.5244,0.264822399,0.459895261,0.449101796,0.514200531,0.370668581,0.234806651,0.379173157
47125,"Tennessee, Montgomery",0.50970091,0.658177305,0.378826531,0.640414222,0.3174,0.264822399,0.606847547,0.395209581,0.317179441,0.42449196,0.313119218,0.513840948
47149,"Tennessee, Rutherford",0.516678792,0.734464399,0.284894837,0.66022208,0.2824,0.264822399,0.555297982,0.491017964,0.36061064,0.373737764,0.221475812,0.540583681
47157,"Tennessee, Shelby",0.57600109,0.735537459,0.236928593,0.733938284,0.6972,0.264822399,0.62602089,0.389221557,0.449690281,0.438848168,0.452338161,0.381251874
48027,"Texas, Bell",0.584868135,0.639421062,0.264888889,0.667176329,0.8405,0.691881679,0.651504018,0.425149701,0.371626963,0.330431758,0.390770146,0.421627987
48029,"Texas, Bexar",0.61392864,0.77214603,0.328074926,0.753888058,0.781,0.691881679,0.560515435,0.443113772,0.41592556,0.253578739,0.469437443,0.420729545
48039,"Texas, Brazoria",0.592145112,0.74570835,0.326149887,0.615185539,0.7867,0.691881679,0.584204394,0.502994012,0.40616015,0.243258874,0.259498226,0.569170412
48041,"Texas, Brazos",0.571274517,0.649340598,0.160765801,0.67941703,0.914,0.691881679,0.537518581,0.425149701,0.304400184,0.215236456,0.440429491,0.458327887
48061,"Texas, Cameron",0.633631672,0.836548372,0.479520374,0.684021792,0.8596,0.691881679,0.226642977,0.377245509,0.452613368,0.260565602,0.818125118,0.437137471
48085,"Texas, Collin",0.476573267,0.542629546,0.201230371,0.721872143,0.1713,0.691881679,0.537695261,0.473053892,0.375227878,0.176260302,0.109357472,0.486656314
48113,"Texas, Dallas",0.605502983,0.72372758,0.249649881,0.795232557,0.7081,0.691881679,0.654705427,0.419161677,0.367990917,0.258102895,0.516761476,0.445413537
48121,"Texas, Denton",0.512521869,0.630715126,0.312028338,0.711415354,0.3114,0.691881679,0.554966382,0.473053892,0.341494049,0.175139229,0.144815958,0.539109668
48135,"Texas, Ector",0.607229485,0.838640483,0.537354562,0.644426345,0.7224,0.691881679,0.528094345,0.28742515,0.341494049,0.300069951,0.538753253,0.341090593
48141,"Texas, El Paso",0.605605001,0.700260873,0.236817562,0.726099687,0.859,0.691881679,0.463204755,0.389221557,0.41592556,0.23883612,0.683732905,0.466198568
48157,"Texas, Fort Bend",0.51050479,0.616643945,0.240804598,0.673638735,0.2248,0.691881679,0.589231204,0.520958084,0.364319047,0.177890217,0.195943004,0.561271476
48167,"Texas, Galveston",0.60371079,0.766329839,0.25020337,0.695683129,0.6788,0.691881679,0.572016711,0.437125749,0.472457163,0.369960858,0.339885328,0.495295951
48183,"Texas, Gregg",0.614721386,0.652797137,0.27007874,0.674378654,0.951,0.691881679,0.637944156,0.431137725,0.50419478,0.332035194,0.517735446,0.353354948
48201,"Texas, Harris",0.597930345,0.703478401,0.266602679,0.781606516,0.6014,0.691881679,0.635315521,0.538922156,0.353081256,0.243928774,0.513523622,0.444944899
48203,"Texas, Harrison",0.586614248,0.590273656,0.193708609,0.573206371,0.7179,0.691881679,0.656583814,0.419161677,0.535777142,0.461422785,0.471417302,0.465577763
48215,"Texas, Hidalgo",0.623253416,0.80132708,0.435480916,0.687117758,0.8284,0.691881679,0.212685449,0.383233533,0.382326985,0.297255515,0.848255195,0.476906867
48245,"Texas, Jefferson",0.636220924,0.739827859,0.249208419,0.670241138,0.8762,0.691881679,0.684772563,0.419161677,0.483339449,0.407528822,0.561766338,0.367392043
48257,"Texas, Kaufman",0.569529215,0.710160514,0.323022011,0.593402993,0.3715,0.691881679,0.589157615,0.45508982,0.422296515,0.32196795,0.433215897,0.607380861
48303,"Texas, Lubbock",0.586441084,0.706668513,0.237424925,0.695056739,0.8555,0.691881679,0.548098342,0.311377246,0.42856039,0.307570567,0.411564154,0.391041368
48309,"Texas, McLennan",0.621742612,0.723700097,0.283158397,0.669207195,0.8984,0.691881679,0.614039918,0.443113772,0.483339449,0.309713195,0.483714548,0.455086914
48329,"Texas, Midland",0.549858629,0.725791316,0.386288416,0.65520466,0.5559,0.691881679,0.535935739,0.293413174,0.367990917,0.250560362,0.293918782,0.441610099
48339,"Texas, Montgomery",0.544275601,0.647495137,0.259338489,0.677714017,0.5221,0.691881679,0.506480133,0.502994012,0.443774413,0.222903564,0.260556392,0.45326742
48355,"Texas, Nueces",0.628656951,0.82424989,0.309833187,0.706723205,0.8742,0.691881679,0.457173758,0.413173653,0.477938024,0.333686136,0.499038738,0.377710757
48375,"Texas, Potter",0.601073266,0.661656207,0.102489867,0.654945849,0.985,0.691881679,0.59833917,0.269461078,0.425441612,0.408697322,0.615773377,0.316980582
48381,"Texas, Randall",0.52161967,0.64695516,0.236910995,0.612490411,0.39,0.691881679,0.458264737,0.269461078,0.493912975,0.226972127,0.141419469,1
48423,"Texas, Smith",0.599161457,0.662026288,0.303420702,0.645264621,0.7252,0.691881679,0.603904447,0.437125749,0.533440509,0.36022828,0.495895558,0.379602596
48439,"Texas, Tarrant",0.561613647,0.67329651,0.247431034,0.771538356,0.4464,0.691881679,0.607000612,0.45508982,0.385826464,0.261355259,0.364651342,0.458940533
48441,"Texas, Taylor",0.546747831,0.58547323,0.218164794,0.635179367,0.7399,0.691881679,0.543254024,0.311377246,0.486011086,0.310007335,0.366459077,0.355025208
48451,"Texas, Tom Green",0.596504627,0.779926529,0.382528736,0.602819812,0.8851,0.691881679,0.48638092,0.299401198,0.509231233,0.293180743,0.357917386,0.37862836
48453,"Texas, Travis",0.55113775,0.658758776,0.179174716,0.752519356,0.7386,0.691881679,0.568263103,0.449101796,0.329534997,0.132054486,0.250761644,0.480041034
48479,"Texas, Webb",0.605980789,0.803169195,0.405743481,0.635274196,0.8497,0.691881679,0.188657341,0.323353293,0.321343639,0.32484914,0.783971362,0.489868955
48485,"Texas, Wichita",0.589699567,0.583282487,0.248306998,0.653119789,0.8883,0.691881679,0.604809877,0.347305389,0.491297583,0.419419343,0.477362423,0.430777569
48491,"Texas, Williamson",0.493943004,0.615556068,0.212962963,0.670815582,0.1897,0.691881679,0.51670602,0.443113772,0.412698771,0.20732245,0.122217949,0.548919361
49011,"Utah, Davis",0.437495981,0.616243166,0.260930395,0.676977557,0.1379,0.48627851,0.346212319,0.323353293,0.345396617,0.137315819,0.06790412,0.552576838
49035,"Utah, Salt Lake",0.48834515,0.651342816,0.168039539,0.725466285,0.4846,0.48627851,0.435863798,0.323353293,0.371626963,0.141483007,0.192112408,0.462306593
49049,"Utah, Utah",0.462537944,0.657828353,0.236023207,0.65309247,0.5078,0.48627851,0.286035819,0.281437126,0.248391238,0.083576206,0.205224387,0.534612117
50007,"Vermont, Chittenden",0.407337405,0.330521408,0.06013986,0.668277299,0.7918,0.566360961,0.30952527,0.209580838,0.488663708,0.112190329,0.057361731,0.413167965
51510,"Virginia, Alexandria City",0.537559438,0.585599353,0.097876934,0.87333207,0.7192,0.676803815,0.601937976,0.401197605,0.389293389,0.151283472,0.153329945,0.48035571
51550,"Virginia, Chesapeake City",0.534951091,0.689749368,0.368883312,0.699592409,0.2544,0.676803815,0.603936617,0.359281437,0.443774413,0.3321066,0.1409473,0.534461948
51650,"Virginia, Hampton City",0.603728782,0.650429267,0.376156218,0.759338876,0.8061,0.676803815,0.662432839,0.341317365,0.499089333,0.466210563,0.339324024,0.363683356
51680,"Virginia, Lynchburg City",0.602100536,0.628810846,0.482323232,0.747133628,0.893,0.676803815,0.585803341,0.365269461,0.486011086,0.352508678,0.454134212,0.30480749
51700,"Virginia, Newport News City",0.619097302,0.679876556,0.39119171,0.779820474,0.9507,0.676803815,0.651370415,0.359281437,0.440780889,0.40677129,0.381287127,0.39322718
51710,"Virginia, Norfolk City",0.633217075,0.730037238,0.387012987,0.824230571,0.9411,0.676803815,0.661878989,0.347305389,0.382326985,0.394543682,0.471386587,0.394075649
51740,"Virginia, Portsmouth City",0.636178822,0.763359418,0.416372618,0.778983137,0.7469,0.676803815,0.665563245,0.359281437,0.491297583,0.466066442,0.476749445,0.348010625
51760,"Virginia, Richmond City",0.587383499,0.575124162,0.125656283,0.811259896,0.879,0.676803815,0.657123958,0.377245509,0.440780889,0.37852199,0.489888405,0.262061462
51770,"Virginia, Roanoke City",0.588919758,0.599891985,0.233540373,0.767686381,0.7431,0.676803815,0.590028621,0.359281437,0.533440509,0.433729897,0.494170935,0.293510462
51800,"Virginia, Suffolk City",0.54252593,0.698723099,0.353646354,0.635902014,0.255,0.676803815,0.620821934,0.365269461,0.477938024,0.343068922,0.231498092,0.503281882
51810,"Virginia, Virginia Beach City",0.526015149,0.695505575,0.429002262,0.74437346,0.2308,0.676803815,0.558538194,0.311377246,0.464081714,0.234238288,0.118233657,0.566955837
53005,"Washington, Benton",0.531447587,0.694168363,0.220733838,0.623960073,0.5212,0.683855041,0.414291098,0.371257485,0.488663708,0.236251623,0.219935599,0.475784757
53011,"Washington, Clark",0.467849541,0.432581138,0.188518781,0.712342037,0.3658,0.683855041,0.43809689,0.317365269,0.501650799,0.252166666,0.137438912,0.527382834
53033,"Washington, King",0.509447365,0.527237139,0.164193012,0.757014286,0.8666,0.683855041,0.531016784,0.269461078,0.449690281,0.094103754,0.083203135,0.465916711
53053,"Washington, Pierce",0.532892856,0.57029834,0.279156328,0.697905002,0.7046,0.683855041,0.589493519,0.245508982,0.464081714,0.277552624,0.187732193,0.490215218
53061,"Washington, Snohomish",0.49120837,0.505561533,0.155182865,0.689764403,0.5527,0.683855041,0.511728257,0.305389222,0.449690281,0.209851218,0.101299755,0.588662355
53063,"Washington, Spokane",0.566004191,0.631422007,0.337669527,0.682887581,0.7896,0.683855041,0.468405056,0.520958084,0.521532409,0.250522544,0.194364729,0.431074339
53073,"Washington, Whatcom",0.507475194,0.453285785,0.162192394,0.610605883,0.8781,0.683855041,0.474754651,0.389221557,0.544979876,0.207103802,0.240210703,0.550595512
53077,"Washington, Yakima",0.565709825,0.709964646,0.107450583,0.603120597,0.7915,0.683855041,0.512770302,0.293413174,0.464081714,0.330816515,0.576596918,0.473163279
54039,"West Virginia, Kanawha",0.55044977,0.569636074,0.364123159,0.628813744,0.6648,0.533659716,0.376110184,0.443113772,0.607589018,0.530451968,0.33281206,0.314239784
55009,"Wisconsin, Brown",0.506248644,0.601928796,0.129106776,0.693835349,0.5482,0.513175114,0.56104947,0.365269461,0.483339449,0.289210523,0.111046563,0.387213478
55025,"Wisconsin, Dane",0.481124435,0.549626788,0.176191665,0.709155656,0.6546,0.513175114,0.437734479,0.383233533,0.452613368,0.132868485,0.05185132,0.433321353
55059,"Wisconsin, Kenosha",0.543145068,0.664653691,0.215669756,0.676104265,0.6135,0.513175114,0.50730181,0.491017964,0.464081714,0.27892654,0.262260899,0.426951877
55079,"Wisconsin, Milwaukee",0.607505472,0.71046713,0.210393833,0.804090341,0.8529,0.513175114,0.658474014,0.508982036,0.455513708,0.356212767,0.376272976,0.3736654
55087,"Wisconsin, Outagamie",0.465272107,0.581910106,0.297974928,0.663248989,0.2229,0.513175114,0.440559635,0.341317365,0.483339449,0.277951574,0.049912655,0.439467661
55101,"Wisconsin, Racine",0.538222212,0.664757413,0.194571615,0.673868302,0.4839,0.513175114,0.544078663,0.520958084,0.526341402,0.313200878,0.186920591,0.412310565
55133,"Wisconsin, Waukesha",0.481437195,0.686430584,0.423076923,0.701382473,0.1028,0.513175114,0.2921183,0.497005988,0.569174859,0.188372733,0.00505908,0.442522939
55139,"Wisconsin, Winnebago",0.477285427,0.525837801,0.187562688,0.670882161,0.4304,0.513175114,0.399642768,0.407185629,0.521532409,0.305650559,0.088713546,0.441019611
56021,"Wyoming, Laramie",0.46380888,0.500678088,0.200445434,0.591858098,0.4031,0.941349199,0.452013119,0.095808383,0.514200531,0.301085296,0.159149676,0.47425752
